,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda,min_lag_range_one_month,games_to_remove_one_month,one_month_sumgames,f_to_remove_one_month,one_month_fcount
9151,d29670ef71979363b0b3e9193bcd7e43,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1409050861,31995521,1402030700202,RANKED_TEAM_5x5,1,8,27,0,0,0,0,1,2,47,8,36453,1107,19462,15883,59292,0,47844,11447,208,19156,0,16649,2507,14465,13275,59,0,0,0,0,0,0,0,1,25,BOTTOM,DUO_SUPPORT,1,1,0,1,0,0,9,2,1,1,31995521,31307983,31615038,24649705,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,31615038,24649705,39514828,1,1,11,0,22440000,0.2597222222,0.7791666667,0,1400821405235,1209294967,13.9964695255,41.9894085764,0.0185562668,1,0,0,0,5,1,3,2,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,11,-6679934033,,,,,3.5,-1420448033,,,,
3688,543e85509dcc3681024c08abcaa6ba26,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1409911423,31995521,1402102592700,RANKED_SOLO_5x5,4,4,18,0,0,0,0,1,4,25,2,19110,2118,7543,9448,39936,0,29529,10407,126,15850,0,13841,2008,12314,11700,18,1,0,0,0,1,0,0,1,25,BOTTOM,DUO_SUPPORT,1,1,1,1,1,1,8,3,2,1,37748530,31995521,28660028,36951512,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,37748530,28660028,36951512,31307983,1,1,12,0,24480000,0.2833333333,0.85,0,1400821405235,1281187465,14.8285586227,44.4856758681,0.019107274,0,0,0,1,5,1,3,3,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,12,-6608041535,,,,,5.5,-1348555535,,,,
773,121743190c12f56a7a9581c618c4a052,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1412146394,31995521,1402260652317,RANKED_SOLO_5x5,6,5,27,0,0,0,0,4,2,44,5,22966,1016,10887,11062,40963,0,32366,8596,157,17019,0,14377,2641,13598,12165,26,0,1,0,0,0,0,1,0,25,BOTTOM,DUO_SUPPORT,1,1,0,1,1,1,5,1,1,2,31509873,31168730,31307983,43275242,31995521,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,31509873,31168730,31307983,43275242,1,1,13,0,26520000,0.3069444444,0.9208333333,0,1400821405235,1439247082,16.657952338,49.9738570139,0.018426301,0,0,1,0,5,1,4,3,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,13,-6449981918,,,,,6.6,-1190495918,,,,
9335,d68a077148eabd3fa355a7b9807170a9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1413821815,31995521,1402365368795,RANKED_SOLO_5x5,2,5,24,0,0,0,0,3,2,25,1,31552,4013,10290,17248,34842,3315,16308,15218,3334,8768,128,6424,2216,12039,11245,46,1,0,0,0,1,0,0,0,201,BOTTOM,DUO_SUPPORT,1,0,1,0,1,1,9,1,1,1,31307983,22761776,31995521,34286712,24154603,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,31307983,22761776,34286712,24154603,1,1,14,0,28560000,0.3305555556,0.9916666667,0,1400821405235,1543963560,17.8699486111,53.6098458333,0.0184978459,1,0,0,0,6,1,4,3,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,14,-6345265440,,,,,5.2,-1085779440,,,,
10518,f054b1f6a4540d61c50b416c1166de11,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1413890619,31995521,1402368342673,RANKED_TEAM_5x5,2,2,15,0,0,0,0,1,2,16,0,10509,263,5885,4361,19767,2899,9356,7511,1751,5827,0,4976,850,8459,9455,34,1,0,0,0,0,0,0,1,201,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,7,1,2,0,31995521,31217470,31615038,31307983,24649705,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31217470,31615038,31307983,24649705,1,1,15,0,30600000,0.3541666667,1.0625,0,1400821405235,1546937438,17.9043684954,53.7131054861,0.0197810197,0,0,1,0,6,1,5,3,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,15,-6342291562,,,,,8.5,-1082805562,,,,
3081,46d0ca10055775be389a018ed5f4fa12,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1414968159,31995521,1402454943236,RANKED_SOLO_5x5,0,5,4,0,0,0,0,1,3,18,3,14248,214,6269,7764,25099,0,20023,5076,117,7160,0,6243,917,6205,6225,33,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,1,0,0,0,31995521,21390036,21249095,31307983,523710,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,21390036,21249095,31307983,523710,1,1,16,0,32640000,0.3777777778,1.1333333333,0,1400821405235,1633538001,18.9066898264,56.7200694792,0.0199811697,0,0,1,0,6,1,6,3,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,16,-6255690999,,,,,0.8,-996204999,,,,
4823,6e19ca528bfd903bbb0e24f56a30c09c,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417186835,31995521,1402623041355,RANKED_SOLO_5x5,0,10,14,0,0,0,0,4,2,23,2,19160,388,7802,10970,17713,0,14445,3267,90,7172,0,6319,852,8150,7445,13,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,5,0,0,0,46270254,31995521,32773054,37749375,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,46270254,32773054,37749375,31307983,1,1,17,0,34680000,0.4013888889,1.2041666667,0,1400821405235,1801636120,20.8522699074,62.5568097222,0.01924917,0,0,0,1,6,1,6,4,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,17,-6087592880,,,,,1.4,-828106880,,,,
2292,347b69b4877399c3626c8f71873184ed,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417377412,31995521,1402629180754,RANKED_SOLO_5x5,3,6,16,1,0,0,0,3,3,15,0,19163,2655,3008,13499,25670,3676,13421,8572,2511,7058,128,5532,1398,9710,6765,34,1,0,0,0,0,0,0,1,201,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,11,3,1,0,31307983,31995521,47686477,20459711,19281271,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,31307983,47686477,20459711,19281271,1,1,18,0,36720000,0.425,1.275,0,1400821405235,1807775519,20.9233277662,62.7699832986,0.0203122565,1,0,0,0,7,1,6,4,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,18,-6081453481,,,,,3.1666666667,-821967481,,,,
6190,8d9d8c92b6efe8a9924c7450886e5744,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417424595,31995521,1402631331130,RANKED_SOLO_5x5,0,5,14,0,0,0,0,2,1,21,1,27333,1296,9934,16103,20331,2689,12966,4675,2497,7915,0,6738,1176,8360,8480,24,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,1,0,0,1,1,3,0,1,1,43325183,32198921,31995521,19153994,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,43325183,32198921,19153994,31307983,1,1,19,0,38760000,0.4486111111,1.3458333333,0,1400821405235,1809925895,20.9482163773,62.8446491319,0.0214152414,0,0,0,1,7,1,6,5,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,19,-6079303105,,,,,2.8,-819817105,,,,
5444,7bd72116613e4b9d1bd4c06203dbfc11,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417480413,31995521,1402634087804,RANKED_SOLO_5x5,2,10,38,0,0,0,0,3,2,32,5,42922,3437,16560,22923,43957,2393,30795,10769,5052,16563,0,15006,1557,15331,13570,35,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,1,0,1,0,0,1,9,1,2,2,21920156,37451081,31995521,29305616,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,21920156,37451081,29305616,31307983,1,1,20,0,40800000,0.4722222222,1.4166666667,0,1400821405235,1812682569,20.9801223264,62.9403669792,0.0225080776,0,0,0,1,7,1,6,6,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,20,-6076546431,,,,,4,-817060431,,,,
2265,33f8e440c2bd1995275b9db9255ca243,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1418531410,31995521,1402717975999,RANKED_TEAM_5x5,1,8,19,0,0,0,0,4,2,35,2,20728,150,6560,14017,36402,0,24768,11633,177,14219,0,12040,2178,12317,11610,17,0,1,0,0,0,1,0,1,267,BOTTOM,DUO_SUPPORT,1,0,1,1,0,1,10,2,3,2,31995521,31615038,24649705,38142035,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31615038,24649705,38142035,31307983,1,1,21,0,42840000,0.4958333333,1.4875,0,1400821405235,1896570764,21.9510505093,65.8531515278,0.0225881369,0,0,0,1,7,1,6,7,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,21,-5992658236,,,,,2.5,-733172236,,,,
3772,56a02ac501f6d251e32d74bc0c43342e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1418573635,31995521,1402721050049,RANKED_TEAM_5x5,2,12,26,0,0,0,0,1,6,34,1,35273,2473,5357,27441,31808,0,21253,10555,143,14495,0,11210,3284,12125,13980,11,0,0,0,0,0,0,0,0,267,BOTTOM,DUO_SUPPORT,0,1,0,0,0,0,3,0,0,1,31995521,31615038,38142035,31307983,24649705,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31615038,38142035,31307983,24649705,1,1,22,0,44880000,0.5194444444,1.5583333333,0,1400821405235,1899644814,21.9866297917,65.959889375,0.0236254692,0,0,1,0,7,1,7,7,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,22,-5989584186,,,,,2.3333333333,-730098186,,,,
2543,3a2339e1e44ce332b0350082ea7106bf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1418606399,31995521,1402724369042,RANKED_SOLO_5x5,5,4,24,0,0,0,0,3,3,37,3,19699,1540,6467,11691,47849,312,34071,13465,131,12914,48,10935,1930,13156,10590,31,0,0,0,0,0,0,0,1,25,TOP,DUO_SUPPORT,1,1,0,1,1,1,9,2,1,2,26142970,31995521,31307983,37120025,35313327,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,26142970,31307983,37120025,35313327,1,1,23,0,46920000,0.5430555556,1.6291666667,0,1400821405235,1902963807,22.0250440625,66.0751321875,0.0246562756,0,1,0,0,7,2,7,7,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,23,-5986265193,,,,,7.25,-726779193,,,,
10691,f452bb0dd791869acdcaacb35be932bf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1418654472,31995521,1402727440276,RANKED_TEAM_5x5,0,8,11,0,0,0,0,3,3,38,3,18437,264,6434,11739,32741,0,27017,5724,127,12119,0,10676,1443,8990,7875,26,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,1,0,0,1,0,4,0,2,0,31995521,24649705,38142035,31615038,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24649705,38142035,31615038,31307983,1,1,24,0,48960000,0.5666666667,1.7,0,1400821405235,1906035041,22.0605907523,66.1817722569,0.025686831,0,0,0,1,7,2,7,8,24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,24,-5983193959,,,,,1.375,-723707959,,,,
4844,6e7f4e3da8c4d26dd76c88b20aeab37c,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1420208180,31995521,1402854537693,RANKED_TEAM_5x5,2,6,12,0,0,0,0,4,3,24,4,12051,28,3993,8030,23430,0,16410,7020,132,5733,0,4755,977,10879,8945,34,0,0,0,0,0,1,0,0,267,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,7,2,3,1,31995521,24649705,39514828,31307983,31615038,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24649705,39514828,31307983,31615038,1,1,25,0,51000000,0.5902777778,1.7708333333,0,1400821405235,2033132458,23.5316256713,70.5948770139,0.0250844453,0,0,1,0,7,2,8,8,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,25,-5856096542,,,,,2.3333333333,-596610542,,,,
5098,740dbc2b20ac7d10dd40250df288ff31,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1420767806,31995521,1402884192599,RANKED_TEAM_5x5,2,7,9,0,0,0,0,1,3,16,3,23646,1389,12483,9774,14745,1866,8437,4442,1379,7250,100,6275,875,7280,7045,24,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,1,0,0,0,0,3,0,0,0,31307983,31995521,38142035,24649705,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,31307983,38142035,24649705,39514828,1,1,26,0,53040000,0.6138888889,1.8416666667,0,1400821405235,2062787364,23.87485375,71.62456125,0.0257127811,1,0,0,0,8,2,8,8,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,26,-5826441636,,,,,1.5714285714,-566955636,,,,
807,12e3246202c3cde61abbbb53040d71ce,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1420881052,31995521,1402886567276,RANKED_TEAM_5x5,1,1,12,0,0,0,0,1,4,16,0,11272,228,2807,8236,15491,3227,6648,5615,852,5708,0,4345,1362,6931,6360,20,0,0,0,0,0,0,0,1,201,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,6,1,2,1,31995521,39514828,24649705,31307983,38142035,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,39514828,24649705,31307983,38142035,1,1,27,0,55080000,0.6375,1.9125,0,1400821405235,2065162041,23.9023384375,71.7070153125,0.0266710306,0,0,1,0,8,2,9,8,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,27,-5824066959,,,,,13,-564580959,,,,
4601,68b1c2bb5c5007c7916b235478d3027e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1420980503,31995521,1402891500073,RANKED_TEAM_5x5,0,8,14,0,0,0,0,1,4,38,6,35608,1342,20133,14132,30169,5832,12989,11347,3319,7762,0,5731,2030,11177,11165,53,0,0,0,0,0,1,0,0,201,BOTTOM,DUO_SUPPORT,0,0,1,0,0,0,10,3,0,1,31995521,31615038,38142035,31307983,24649705,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31615038,38142035,31307983,24649705,1,1,28,0,57120000,0.6611111111,1.9833333333,0,1400821405235,2070094838,23.9594309954,71.8782929861,0.0275929387,0,0,1,0,8,2,10,8,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,28,-5819134162,,,,,1.75,-559648162,,,,
